3.00	39.32	20.94	8.79	NaN	-75.01	-11.02	-0.07	52.06	0.00	0.11	2.31	8.52	0.04	21.79	0.02	0.06	3.08
3.00	39.95	21.33	8.85	NaN	-75.28	-11.09	0.26	45.90	0.01	0.07	2.17	7.52	0.08	19.47	0.10	0.00	3.24
3.00	43.49	21.12	8.79	NaN	-74.64	-10.88	-0.09	52.15	0.00	0.04	2.14	8.23	0.04	24.25	0.00	-0.01	3.03
3.00	21.13	4.94	5.17	1.50	-83.76	-12.21	0.01	13.76	0.00	0.03	4.17	2.53	0.04	11.12	0.14	-0.01	0.72
3.00	22.14	9.03	6.69	1.28	-83.39	-12.23	0.02	18.54	0.02	0.09	2.96	3.32	0.06	10.48	0.17	0.00	1.99
3.00	22.89	6.75	5.76	1.35	-83.77	-12.19	0.02	14.46	0.02	0.08	3.39	2.80	0.05	10.61	0.22	0.00	1.54
3.00	19.53	9.08	7.15	1.22	-78.93	-11.58	0.00	29.01	0.00	0.09	3.25	4.39	0.02	11.74	0.06	-0.01	2.17
3.00	24.92	13.36	9.17	NaN	-79.41	-11.56	-0.02	32.04	0.00	0.10	2.69	5.77	0.02	14.32	0.03	-0.02	2.18
3.00	26.11	14.15	9.47	NaN	-79.28	-11.59	0.00	26.94	0.02	0.08	2.47	4.97	0.05	12.66	0.16	0.00	2.76
3.00	26.25	14.13	9.11	NaN	-78.66	-11.44	-0.02	34.10	0.00	0.10	2.49	6.12	0.02	15.55	0.03	-0.02	2.06
3.00	28.06	15.09	9.52	NaN	-78.82	-11.50	-0.04	39.16	0.00	0.09	2.31	6.09	0.02	15.78	0.02	-0.02	2.64
4.00	34.17	13.15	12.60	1.25	-83.76	-12.16	-0.02	32.39	0.01	0.04	3.74	5.61	0.02	16.89	0.15	-0.01	2.09
4.00	24.42	11.60	12.17	1.19	-82.83	-12.03	0.00	28.52	0.01	0.05	2.85	4.80	0.05	12.31	0.09	0.01	1.88
4.00	19.10	9.34	7.29	1.21	-81.24	-12.03	0.36	25.57	0.03	0.08	2.50	4.76	0.07	11.67	0.13	0.09	1.78
4.00	19.87	9.83	8.02	NaN	-81.57	-11.90	1.36	33.86	0.02	0.09	2.29	4.67	0.13	11.63	0.13	0.02	2.59
4.00	21.57	10.52	9.65	NaN	-82.24	-12.06	0.01	24.53	0.01	0.09	2.21	4.31	0.04	10.70	0.07	0.00	2.22
4.00	22.53	10.79	10.12	NaN	-82.39	-12.10	0.13	28.07	0.00	0.27	2.17	5.02	0.03	12.71	0.01	-0.01	2.35
4.00	22.64	10.76	9.17	NaN	-81.01	-11.99	0.02	27.56	0.02	0.07	2.25	4.88	0.04	12.79	0.10	0.03	1.82
4.00	22.74	10.85	10.14	NaN	-81.84	-11.96	-0.01	27.38	0.00	0.11	1.81	4.24	0.01	11.13	0.02	-0.01	2.30
4.00	24.84	11.96	11.58	NaN	-81.34	-12.00	0.00	26.36	0.01	0.05	2.20	4.81	0.03	12.36	0.08	0.00	2.49
4.00	28.35	12.58	14.19	1.21	-79.38	-11.81	0.11	30.14	0.01	0.06	3.44	5.46	0.04	13.67	0.11	0.00	1.86
4.00	29.12	12.54	15.18	NaN	-79.36	-11.74	-0.02	33.02	0.00	0.05	3.19	5.87	0.01	15.38	0.02	-0.02	2.43
4.00	31.00	12.43	14.99	NaN	-79.31	-11.82	0.00	34.03	0.00	0.13	2.42	5.99	0.02	14.82	0.04	-0.01	2.10
4.00	30.21	13.05	16.31	1.20	-78.66	-11.61	-0.03	34.77	0.01	0.13	3.66	6.36	0.01	16.63	0.07	0.01	2.30
4.00	32.44	13.30	17.98	NaN	-79.05	-11.64	-0.01	32.33	0.01	0.06	3.50	5.94	0.03	15.84	0.11	-0.01	2.25
4.00	33.13	13.70	18.17	NaN	-79.14	-11.60	-0.01	34.85	0.01	0.06	2.88	6.20	0.05	16.94	0.10	-0.01	2.46
4.00	33.28	13.33	18.41	NaN	-78.65	-11.42	-0.01	33.98	0.01	0.05	3.28	6.22	0.03	16.76	0.10	-0.01	1.93
4.00	33.37	14.08	18.20	NaN	-79.04	-11.70	-0.02	37.77	0.00	0.05	2.65	6.46	0.02	17.80	0.00	-0.02	2.41
4.00	33.57	13.73	18.54	NaN	-78.85	-11.31	-0.04	34.52	0.00	0.06	2.76	6.20	0.02	16.93	0.03	-0.01	2.30
4.00	33.85	14.41	17.90	NaN	-78.63	-11.62	0.01	35.42	0.01	0.07	2.64	5.78	0.04	15.91	0.10	0.01	2.45
4.00	34.16	14.47	18.00	NaN	-79.24	-11.61	0.01	37.28	0.01	0.07	2.49	5.99	0.04	16.39	0.09	-0.01	2.66
4.00	34.93	14.79	17.81	NaN	-78.71	-11.53	-0.02	40.31	0.00	0.50	2.52	7.06	0.02	19.77	0.01	-0.02	2.08
5.00	42.74	16.78	14.27	NaN	-73.77	-10.86	-0.05	55.03	0.01	0.10	2.94	8.70	0.05	24.01	0.10	0.01	1.39
5.00	43.09	16.48	13.59	NaN	-73.95	-10.83	-0.03	51.92	0.05	0.08	2.85	7.35	0.03	21.29	0.14	0.00	1.34
5.00	24.15	9.04	15.40	1.23	-69.98	-10.30	0.04	29.78	0.01	0.11	3.71	4.94	0.05	14.00	0.13	0.04	1.99
5.00	24.73	8.45	11.60	1.24	-68.10	-9.97	0.09	29.80	0.01	0.23	5.14	4.92	0.03	13.78	0.18	0.00	2.02
5.00	31.15	10.54	10.75	1.22	-70.29	-10.07	0.08	34.63	0.01	0.20	5.29	5.91	0.03	17.03	0.20	0.00	2.17
5.00	34.63	13.23	10.39	1.26	-72.17	-10.27	-0.04	41.07	0.00	0.02	4.94	7.16	-0.01	19.34	0.09	-0.02	1.61
5.00	20.80	9.95	12.69	NaN	-71.88	-10.58	1.86	38.01	0.02	0.12	2.87	5.81	0.19	15.72	0.15	0.02	2.49
5.00	23.91	9.72	12.81	1.33	-73.72	-11.06	0.02	32.25	0.02	0.08	4.76	5.33	0.03	13.75	0.19	0.02	1.93
5.00	26.88	10.64	17.61	1.19	-70.88	-10.27	0.01	32.32	0.03	0.09	3.14	5.08	0.04	13.37	0.14	0.05	2.07
5.00	29.17	11.71	18.52	1.17	-72.01	-10.50	-0.01	37.76	0.00	0.11	3.04	6.12	0.01	16.26	0.02	-0.01	2.03
5.00	4.31	1.80	1.72	1.18	-77.50	-11.59	0.06	26.79	0.00	0.16	3.78	4.65	0.02	15.04	0.05	-0.01	2.20
5.00	24.86	10.36	16.81	1.21	-75.10	-11.09	0.01	31.95	0.00	0.09	2.90	5.15	0.01	14.05	0.04	0.01	2.33
5.00	27.26	10.82	18.46	NaN	-89.63	-13.26	0.13	31.01	0.01	0.07	3.28	5.11	0.03	14.48	0.10	0.01	2.31
5.00	29.14	11.51	19.05	1.18	-77.76	-11.34	-0.01	33.16	0.01	0.06	3.90	5.73	0.02	15.88	0.17	-0.01	2.23
5.00	27.87	10.22	16.95	1.15	-76.54	-11.26	0.00	32.91	0.01	0.05	3.60	5.59	0.02	16.60	0.17	0.01	2.18
5.00	31.01	11.78	19.48	NaN	-75.70	-11.09	-0.02	34.83	0.01	0.04	3.01	5.60	0.02	15.89	0.09	0.00	2.28
5.00	31.41	12.26	20.45	NaN	-89.91	-13.29	-0.01	40.08	0.01	0.04	2.81	5.82	0.02	15.96	0.08	-0.01	2.22
